time,latitude,longitude,sst
UTC,degrees_north,degrees_east,
1981-09-01T00:00:00Z,11.875,72.625,27.92
1981-09-01T00:00:00Z,11.875,72.875,27.84
1981-09-01T00:00:00Z,11.875,73.125,27.779999
1981-09-01T00:00:00Z,11.875,73.375,27.66
1981-09-01T00:00:00Z,11.875,73.625,27.51
1981-09-01T00:00:00Z,11.875,73.875,27.31
1981-09-01T00:00:00Z,11.875,74.125,26.83
1981-09-01T00:00:00Z,11.875,74.375,26.25
1981-09-01T00:00:00Z,11.875,74.625,25.779999
1981-09-01T00:00:00Z,11.875,74.875,25.269999
1981-09-01T00:00:00Z,11.875,75.125,24.99
1981-09-01T00:00:00Z,11.875,75.375,24.99
1981-09-01T00:00:00Z,11.875,75.625,NaN
1981-09-01T00:00:00Z,11.875,75.875,NaN
1981-09-01T00:00:00Z,11.875,76.125,NaN
1981-09-01T00:00:00Z,11.875,76.375,NaN
1981-09-01T00:00:00Z,11.875,76.625,NaN
1981-09-01T00:00:00Z,11.875,76.875,NaN
1981-09-01T00:00:00Z,11.875,77.125,NaN
1981-09-01T00:00:00Z,11.875,77.375,NaN
1981-09-01T00:00:00Z,11.875,77.625,NaN
1981-09-01T00:00:00Z,11.875,77.875,NaN
1981-09-01T00:00:00Z,11.875,78.125,NaN
1981-09-01T00:00:00Z,12.125,72.125,27.89
1981-09-01T00:00:00Z,12.125,72.375,27.859999
1981-09-01T00:00:00Z,12.125,72.625,27.779999
1981-09-01T00:00:00Z,12.125,72.875,27.75
1981-09-01T00:00:00Z,12.125,73.125,27.66
1981-09-01T00:00:00Z,12.125,73.375,27.59
1981-09-01T00:00:00Z,12.125,73.625,27.5
