time,LEV,latitude,longitude,sst
UTC,millibar,degrees_north,degrees_east,
2020-01-01T00:00:00Z,0.0,10.625,73.875,29.359999
2020-01-01T00:00:00Z,0.0,10.625,74.125,29.429998
2020-01-01T00:00:00Z,0.0,10.625,74.375,29.4
2020-01-01T00:00:00Z,0.0,10.625,74.625,29.31
2020-01-01T00:00:00Z,0.0,10.625,74.875,29.22
2020-01-01T00:00:00Z,0.0,10.625,75.125,29.07
2020-01-01T00:00:00Z,0.0,10.625,75.375,28.949999
2020-01-01T00:00:00Z,0.0,10.625,75.625,28.91
2020-01-01T00:00:00Z,0.0,10.625,75.875,28.92
2020-01-01T00:00:00Z,0.0,10.625,76.125,NaN
2020-01-01T00:00:00Z,0.0,10.625,76.375,NaN
2020-01-01T00:00:00Z,0.0,10.625,76.625,NaN
2020-01-01T00:00:00Z,0.0,10.625,76.875,NaN
2020-01-01T00:00:00Z,0.0,10.625,77.125,NaN
2020-01-01T00:00:00Z,0.0,10.625,77.375,NaN
2020-01-01T00:00:00Z,0.0,10.625,77.625,NaN
2020-01-01T00:00:00Z,0.0,10.625,77.875,NaN
2020-01-01T00:00:00Z,0.0,10.625,78.125,NaN
2020-01-01T00:00:00Z,0.0,10.875,72.125,29.0
2020-01-01T00:00:00Z,0.0,10.875,72.375,29.24
2020-01-01T00:00:00Z,0.0,10.875,72.625,29.279999
2020-01-01T00:00:00Z,0.0,10.875,72.875,29.189999
2020-01-01T00:00:00Z,0.0,10.875,73.125,29.14
2020-01-01T00:00:00Z,0.0,10.875,73.375,29.119999
2020-01-01T00:00:00Z,0.0,10.875,73.625,29.22
2020-01-01T00:00:00Z,0.0,10.875,73.875,29.32
2020-01-01T00:00:00Z,0.0,10.875,74.125,29.369999
2020-01-01T00:00:00Z,0.0,10.875,74.375,29.34
2020-01-01T00:00:00Z,0.0,10.875,74.625,29.24
2020-01-01T00:00:00Z,0.0,10.875,74.875,29.14
2020-01-01T00:00:00Z,0.0,10.875,75.125,29.01
2020-01-01T00:00:00Z,0.0,10.875,75.375,28.91
2020-01-01T00:00:00Z,0.0,10.875,75.625,28.9
2020-01-01T00:00:00Z,0.0,10.875,75.875,28.92
2020-01-01T00:00:00Z,0.0,10.875,76.125,NaN
2020-01-01T00:00:00Z,0.0,10.875,76.375,NaN
